id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
4776,39,1,2,1,1,2,1,1,6,4,264,1.0,1033,0,0,1.4,93.8,-42.13,4.74,5013.74,0.0
4777,38,6,2,6,1,1,1,0,11,3,24,0.0,1005,1,1,-0.1,95.99,-42.08,4.14,5252.95,0.0
4778,28,0,2,4,1,2,1,0,5,0,2960,0.0,233,1,1,-1.8,98.58,-46.92,4.31,5292.59,0.0
4779,32,9,1,5,1,1,1,1,4,1,120,3.0,1037,0,0,-1.8,93.35,-46.25,1.41,5094.0,0.0
4780,54,6,2,6,1,2,1,0,7,1,2429,2.0,861,1,2,1.4,97.59,-27.84,2.57,4873.56,1.0
4781,34,0,2,5,1,2,1,0,11,4,2893,1.0,643,2,1,-0.1,92.12,-50.05,2.47,5006.94,0.0
4782,39,7,2,2,0,2,1,0,5,3,361,0.0,1015,0,0,-1.8,96.98,-47.44,1.32,5012.41,0.0
4783,39,1,2,0,1,2,2,1,5,0,4873,1.0,963,6,0,1.1,97.18,-28.84,1.34,5003.18,0.0
4784,45,9,3,3,1,2,1,1,5,3,2365,1.0,103,5,1,1.1,94.14,-32.78,3.28,4878.91,0.0
4785,37,9,2,6,1,1,1,0,8,2,3877,14.0,840,4,0,1.4,98.91,-34.95,3.02,5002.71,0.0
4786,43,9,2,4,1,2,1,0,9,3,545,0.0,967,0,0,-3.4,91.73,-30.3,0.83,4866.97,0.0
4787,37,1,2,3,0,2,1,0,7,4,2121,1.0,739,0,2,1.4,95.44,-48.66,1.76,5131.88,0.0
4788,57,6,2,5,1,2,1,1,10,4,720,1.0,139,1,0,-3.4,91.77,-46.06,2.03,5101.0,0.0
4789,45,6,3,6,1,2,1,1,8,0,4330,0.0,481,0,2,-1.7,97.47,-44.53,3.4,5205.84,0.0
4790,35,9,2,6,1,2,1,0,8,1,3670,2.0,844,1,1,1.4,96.26,-35.01,1.99,5294.04,0.0
4791,30,1,2,2,1,2,1,1,5,2,3188,1.0,110,4,0,1.1,93.67,-44.5,3.71,5111.42,0.0
4792,29,0,1,5,1,1,1,0,11,4,270,2.0,1006,1,1,-0.1,95.62,-41.49,3.95,5330.89,0.0
4793,33,7,3,3,1,1,1,0,4,2,182,1.0,998,0,0,-1.8,90.09,-47.61,1.47,5022.61,0.0
4794,30,6,1,5,1,2,1,0,4,3,2750,2.0,806,1,2,-1.8,89.69,-38.53,2.13,5200.8,1.0
4795,72,0,1,5,1,1,1,0,8,4,1897,23.0,463,4,2,1.4,94.78,-29.65,1.64,5046.53,1.0
4796,31,0,1,5,1,1,1,0,11,3,3333,5.0,117,0,1,-0.1,96.64,-34.6,2.17,5115.89,0.0
4797,42,0,2,5,1,1,1,0,11,0,206,0.0,615,0,0,-0.1,92.65,-41.01,1.7,4836.36,0.0
4798,33,1,2,3,1,2,1,0,4,0,151,3.0,295,4,2,-1.8,95.07,-30.8,4.16,5086.54,0.0
4799,46,10,2,7,2,2,0,1,6,3,3208,1.0,372,6,0,-2.9,95.6,-27.62,3.81,4852.39,0.0
4800,48,0,2,5,1,2,1,0,11,4,1651,1.0,857,5,1,-0.1,94.33,-41.62,2.41,5163.71,0.0
4801,29,1,2,2,1,2,2,1,6,1,106,0.0,1000,0,0,1.4,96.73,-41.38,5.16,5348.34,0.0
4802,44,0,2,5,0,2,1,0,7,2,2114,12.0,244,6,2,1.4,89.59,-27.58,1.47,4981.61,0.0
4803,40,9,2,6,1,2,2,1,5,3,90,1.0,1019,0,0,1.1,98.03,-37.12,4.98,5424.59,0.0
4804,61,5,2,1,1,1,1,0,5,0,13,6.0,1032,1,1,-1.8,93.26,-44.39,1.29,4859.44,0.0
4805,34,7,3,4,1,2,2,0,4,2,311,1.0,959,1,1,-1.8,92.51,-47.9,1.5,4915.53,0.0
4806,42,2,2,5,0,1,2,0,7,3,12,1.0,998,0,0,1.4,95.89,-43.42,5.01,5024.2,0.0
4807,23,0,1,0,1,2,1,1,5,4,16,4.0,1028,0,0,-1.8,95.77,-44.72,1.29,5328.55,0.0
4808,27,9,1,5,1,2,1,0,5,1,330,1.0,1014,0,0,-1.8,91.87,-47.26,1.22,4992.01,1.0
4809,26,4,1,5,1,2,1,0,5,1,168,0.0,1030,0,0,-1.8,89.92,-45.18,1.41,4884.93,0.0
4810,52,6,1,5,0,2,1,1,5,0,37,0.0,1017,0,0,1.1,94.08,-36.61,4.82,4983.35,0.0
4811,37,1,3,3,1,2,2,0,4,4,80,1.0,1005,0,0,-1.8,89.25,-46.25,1.42,5303.06,0.0
4812,39,0,2,5,1,1,1,0,7,0,1113,0.0,1023,0,0,1.4,89.87,-43.93,5.02,5322.2,0.0
4813,33,9,1,6,1,2,1,0,8,1,1070,1.0,297,5,1,1.4,90.78,-39.37,4.04,4944.79,0.0
4814,23,8,1,4,1,1,1,0,5,2,1521,1.0,722,6,2,-1.8,96.12,-45.92,3.93,4975.61,1.0
4815,54,5,2,1,1,1,1,1,5,2,85,2.0,996,0,0,1.1,92.86,-34.98,4.83,5144.28,0.0
4816,36,9,1,5,1,2,1,0,5,0,261,1.0,1032,0,0,-1.8,88.43,-45.09,1.32,5190.88,0.0
4817,46,6,3,3,1,2,1,0,11,2,73,0.0,1014,0,0,-0.1,89.09,-40.48,4.08,5372.45,0.0
4818,24,1,1,3,1,2,1,1,5,2,2343,1.0,312,1,2,1.1,95.33,-40.6,2.08,4968.64,0.0
4819,55,0,2,5,1,0,0,1,6,4,35,4.0,1011,0,0,1.4,96.25,-42.17,5.18,4982.37,0.0
4820,35,2,2,4,1,1,1,0,7,2,1078,4.0,976,0,0,-2.9,92.28,-32.25,0.92,5258.94,1.0
4821,49,0,3,4,1,2,1,1,6,0,1671,1.0,294,4,2,-1.7,91.9,-50.1,2.08,4942.03,1.0
4822,41,2,2,1,1,2,1,0,11,1,38,2.0,1031,0,0,-0.1,92.36,-42.71,4.12,5050.31,0.0
4823,33,1,2,3,1,2,1,1,5,1,3969,8.0,595,2,0,1.1,89.87,-34.33,0.75,5183.63,0.0
4824,46,1,2,3,0,1,2,0,5,0,2834,1.0,966,4,0,-1.8,92.86,-42.29,0.84,5283.42,0.0
4825,19,9,1,5,1,1,1,0,5,0,245,4.0,958,0,0,-1.8,93.35,-48.04,1.41,5139.89,1.0
4826,53,0,2,4,0,2,1,1,5,2,341,1.0,1038,0,0,1.1,91.36,-37.81,4.85,5149.47,0.0
4827,50,2,2,3,0,1,1,1,6,0,1117,2.0,709,2,1,1.4,89.6,-47.93,1.99,5258.58,0.0
4828,94,7,2,7,2,0,1,0,7,0,3923,23.0,513,3,2,-3.4,91.43,-41.04,4.16,4955.64,0.0
4829,39,4,2,6,1,2,1,0,11,2,167,1.0,984,0,0,-0.1,90.59,-40.94,4.01,5356.86,0.0
4830,21,7,1,4,1,1,1,0,5,4,2478,5.0,412,6,2,-1.8,91.27,-42.64,1.8,5122.07,0.0
4831,40,9,2,2,1,2,1,1,5,1,3656,1.0,631,3,1,1.1,94.95,-29.98,1.16,5080.66,0.0
4832,30,3,2,4,1,1,1,1,6,3,356,0.0,1029,0,0,1.4,97.01,-40.71,4.77,5139.22,0.0
4833,44,1,2,0,1,1,2,0,7,3,35,1.0,949,0,0,1.4,97.29,-44.45,4.99,4998.06,0.0
4834,53,5,2,4,0,1,1,0,8,0,91,1.0,1004,0,0,1.4,91.66,-37.5,5.02,5118.3,0.0
4835,45,9,2,6,1,1,1,0,8,2,125,1.0,1021,0,0,1.4,97.83,-34.87,5.04,5113.08,0.0
4836,30,1,1,3,1,2,1,0,5,4,161,1.0,965,1,1,-1.8,91.49,-47.17,1.26,5099.1,0.0
4837,31,9,2,6,1,2,2,1,5,2,194,3.0,972,0,0,1.1,90.89,-38.22,4.9,5113.13,0.0
4838,51,4,2,1,1,1,1,1,5,2,207,1.0,991,0,0,1.1,98.5,-35.96,4.79,5071.6,0.0
4839,21,8,1,4,1,1,1,0,6,3,393,1.0,1028,0,0,-2.9,88.4,-42.18,1.31,5274.17,1.0
4840,27,7,1,4,1,1,1,1,5,4,82,4.0,1006,0,0,1.1,98.22,-34.83,4.93,5149.47,0.0
4841,56,1,2,3,0,2,1,0,8,3,155,2.0,977,0,0,1.4,98.11,-37.07,5.2,5154.9,0.0
4842,45,9,2,6,1,1,1,1,6,4,205,0.0,1012,1,1,-2.9,91.38,-38.76,1.26,5096.5,0.0
4843,34,1,1,4,1,1,1,0,3,2,286,2.0,980,0,0,-1.8,89.77,-49.95,1.66,5201.08,1.0
4844,33,3,2,5,1,1,1,0,8,3,483,3.0,3,1,2,-2.9,92.47,-30.55,0.89,5330.01,0.0
4845,45,4,2,0,1,2,1,0,11,3,1397,0.0,839,4,0,-0.1,92.64,-37.16,2.82,5114.29,0.0
4846,49,6,2,5,1,1,1,0,11,3,40,3.0,975,0,0,-0.1,89.84,-44.1,4.02,5351.67,0.0
4847,37,1,2,1,1,1,2,0,4,0,275,3.0,972,0,0,-1.8,94.75,-46.01,1.42,5073.6,0.0
4848,25,1,2,3,1,2,1,1,6,0,97,23.0,977,0,0,1.4,95.22,-41.04,5.15,5269.92,0.0
4849,47,3,1,6,1,2,1,0,4,1,104,1.0,976,0,0,-1.8,96.05,-45.59,1.35,5078.7,1.0
4850,31,9,1,6,1,1,1,0,6,3,3762,0.0,298,4,1,-2.9,88.85,-31.91,3.65,5146.87,1.0
4851,40,4,2,4,1,1,2,0,7,3,249,2.0,969,0,0,1.4,96.45,-43.16,4.91,5222.87,0.0
4852,57,9,2,4,1,2,1,1,5,1,746,1.0,985,0,0,1.1,98.22,-36.29,5.09,4936.64,1.0
4853,28,7,2,0,1,1,1,1,5,2,98,1.0,1015,0,0,1.1,95.59,-37.92,4.95,5024.88,0.0
4854,60,1,2,1,1,1,1,0,11,0,3643,1.0,813,6,1,-3.4,92.13,-35.6,3.87,5011.67,0.0
4855,35,6,0,4,1,1,1,1,11,2,617,10.0,959,0,0,1.1,96.9,-35.7,4.91,5377.87,0.0
4856,35,6,2,4,1,1,1,1,5,4,2701,8.0,92,3,2,1.1,91.98,-38.75,4.59,5310.67,0.0
4857,58,7,2,4,1,1,2,1,5,0,301,0.0,994,0,0,1.1,90.51,-34.9,5.09,5237.71,0.0
4858,45,0,1,4,0,1,1,0,5,2,514,4.0,1031,1,1,-1.8,93.82,-47.58,1.31,5338.75,0.0
4859,34,4,2,5,1,1,1,0,11,0,4450,1.0,312,1,2,-0.1,91.44,-30.88,1.42,5045.55,0.0
4860,45,9,1,0,1,0,0,1,5,1,769,19.0,822,4,1,1.1,88.86,-48.58,1.2,5203.78,0.0
4861,32,7,2,3,1,2,1,0,5,2,52,1.0,1043,0,0,-1.8,93.72,-46.66,1.23,5150.09,0.0
4862,41,1,2,4,1,1,2,1,4,3,52,1.0,1027,0,0,-1.8,89.07,-47.61,1.47,5002.21,0.0
4863,45,0,2,5,1,1,1,0,11,4,59,6.0,1018,1,1,-0.1,95.8,-43.72,4.06,5029.53,0.0
4864,56,3,2,3,1,1,1,0,11,3,1000,0.0,663,1,0,-0.1,93.08,-44.25,2.83,5254.17,0.0
4865,31,0,2,5,1,1,1,1,5,2,225,2.0,1026,0,0,1.1,97.0,-36.25,4.96,5377.87,0.0
4866,33,7,2,4,1,1,1,1,5,4,1282,5.0,1016,0,0,1.1,92.02,-36.25,4.63,4978.16,1.0
4867,52,6,2,1,1,1,1,0,11,1,513,1.0,1037,0,0,-0.1,90.12,-40.11,3.97,5455.59,0.0
4868,33,0,2,5,1,2,1,0,8,2,154,2.0,1007,0,0,1.4,90.73,-34.43,4.96,5296.06,0.0
4869,29,3,2,1,1,1,1,0,8,3,243,1.0,974,0,0,1.4,96.71,-35.45,5.01,5280.38,0.0
4870,30,9,1,5,1,1,1,0,11,4,306,1.0,1012,0,0,-0.1,96.64,-40.32,4.1,5112.66,0.0
4871,34,7,2,4,1,1,1,0,5,4,300,2.0,966,0,0,-1.8,90.57,-44.02,1.31,5262.27,0.0
4872,33,0,1,5,1,2,1,0,7,1,153,4.0,1039,0,0,1.4,94.1,-42.1,4.98,5076.48,0.0
4873,56,5,2,1,1,2,1,1,7,1,3383,0.0,173,4,2,1.4,92.59,-43.26,1.4,5283.84,0.0
4874,33,2,2,4,0,2,1,1,5,0,109,0.0,1019,0,0,1.1,95.3,-37.23,4.92,5191.0,0.0
4875,40,0,3,3,1,1,1,0,11,1,183,0.0,949,0,0,-0.1,89.09,-41.32,4.04,5247.75,0.0
4876,47,6,1,6,0,2,1,1,11,1,121,4.0,1043,0,0,-0.1,97.2,-42.2,4.21,5221.77,0.0
4877,49,0,2,5,1,2,1,0,4,0,3656,1.0,595,6,2,-1.8,94.39,-47.41,4.2,5282.63,0.0
4878,34,1,2,6,1,2,2,1,6,0,189,0.0,1046,0,0,1.4,97.2,-42.3,4.79,5181.04,0.0
4879,27,0,1,4,1,2,1,0,6,0,411,1.0,3,1,2,-2.9,97.61,-40.71,1.28,4964.52,1.0
4880,34,1,1,6,1,2,2,0,11,2,49,0.0,1032,1,1,-0.1,92.64,-43.93,4.05,5315.3,0.0
4881,43,2,2,4,1,1,1,0,7,3,2110,0.0,578,2,1,1.4,94.55,-40.94,2.8,5037.52,0.0
4882,24,8,1,5,1,1,1,0,8,3,75,0.0,1040,0,0,-2.9,93.12,-31.74,0.86,5050.81,0.0
4883,35,2,2,1,1,2,1,1,6,2,1272,0.0,974,2,0,1.4,92.85,-43.45,3.39,4990.43,0.0
4884,30,2,1,4,1,2,2,0,10,0,2929,23.0,269,2,0,1.4,96.97,-42.51,1.4,4963.53,0.0
4885,46,1,2,0,0,1,2,0,8,3,155,2.0,1040,0,0,1.4,98.02,-36.64,4.91,4977.15,0.0
4886,41,4,2,5,0,2,1,0,8,1,258,1.0,1038,0,0,1.4,90.54,-34.58,4.96,4982.37,0.0
4887,90,5,3,1,1,1,1,0,8,4,1230,0.0,577,3,0,-2.9,91.11,-37.17,3.26,5096.53,1.0
4888,36,1,2,3,1,1,1,1,6,0,1683,11.0,42,0,2,1.4,94.05,-48.04,2.63,4909.13,0.0
4889,39,1,2,3,1,2,1,0,11,0,54,0.0,1034,0,0,-0.1,96.46,-43.8,4.17,5211.38,0.0
4890,41,3,1,4,2,2,2,1,9,2,613,6.0,1042,0,0,1.1,96.71,-35.99,4.72,5076.79,0.0
4891,32,4,2,5,1,2,1,0,5,2,2479,3.0,171,6,2,-1.8,90.56,-47.01,2.06,5236.21,0.0
4892,46,1,2,3,0,1,1,1,5,2,4563,3.0,333,5,1,1.1,98.3,-42.64,2.02,5393.41,0.0
4893,25,1,1,3,1,2,1,0,5,4,75,2.0,997,0,0,-1.8,92.05,-44.62,1.29,4951.22,0.0
4894,56,0,1,5,1,2,1,0,3,2,336,1.0,96,3,0,-1.8,91.05,-27.53,4.14,5238.95,1.0
4895,32,0,2,5,1,2,1,0,3,3,764,3.0,702,1,2,-1.8,96.76,-32.5,2.45,5308.19,0.0
4896,31,0,1,5,1,1,1,0,10,4,136,1.0,955,2,1,-1.1,97.06,-49.89,0.92,4864.32,0.0
4897,44,1,2,3,1,1,1,0,4,4,733,2.0,668,4,0,-1.8,90.83,-44.55,2.71,5064.86,0.0
4898,30,1,3,6,1,2,1,1,5,3,180,0.0,985,0,0,1.1,98.12,-36.61,4.64,4957.4,0.0
4899,46,7,1,6,0,1,1,1,5,1,2193,0.0,244,4,1,1.1,93.72,-32.25,3.94,4773.77,0.0
4900,39,4,2,5,1,2,1,0,11,2,3239,2.0,81,5,2,-0.1,98.72,-32.01,0.63,4922.56,0.0
4901,52,7,2,4,0,1,1,1,6,1,3082,7.0,117,2,0,1.4,95.05,-29.35,3.81,5102.19,0.0
4902,29,2,2,2,0,2,1,0,5,0,381,3.0,1025,0,0,-1.8,95.67,-46.1,1.24,5348.95,0.0
4903,41,0,2,4,1,2,1,1,5,3,144,1.0,1046,0,0,1.1,89.29,-35.85,4.71,5092.37,0.0
4904,35,7,2,4,1,1,2,0,5,2,897,1.0,567,5,0,-1.8,90.6,-30.02,1.4,4908.43,0.0
4905,48,0,2,4,0,2,1,0,7,3,274,6.0,1008,0,0,1.4,93.16,-41.37,5.05,5207.18,0.0
4906,24,10,1,4,1,2,1,1,7,0,239,5.0,975,4,0,1.4,97.06,-39.92,2.08,4946.5,0.0
4907,39,7,1,4,0,2,2,1,6,0,579,0.0,986,0,0,1.4,90.21,-42.97,4.72,4977.15,1.0
4908,32,7,1,2,1,2,1,0,8,1,594,23.0,297,2,1,-1.8,92.38,-42.59,2.03,5052.76,1.0
4909,63,8,1,3,2,1,1,1,12,2,269,23.0,1020,0,0,1.4,94.01,-42.1,4.72,5024.2,1.0
4910,39,1,2,4,1,2,1,1,7,3,125,1.0,971,0,0,1.4,93.91,-41.2,4.9,5154.9,0.0
4911,46,1,2,2,1,1,2,1,5,3,60,1.0,958,0,0,1.1,94.27,-37.05,4.9,4931.45,0.0
4912,47,4,3,4,1,2,1,0,11,2,183,2.0,1003,1,1,-0.1,96.64,-42.79,4.1,5185.4,0.0
4913,40,0,1,5,1,0,0,0,4,3,2016,0.0,947,4,1,-1.8,88.71,-52.97,0.84,5249.04,1.0
4914,46,1,2,3,0,1,1,1,5,1,570,2.0,983,0,0,1.1,91.17,-36.25,4.82,4967.78,0.0
4915,44,4,3,4,1,2,1,0,5,4,4668,0.0,903,4,2,-1.8,94.95,-30.33,4.93,4943.63,0.0
4916,35,1,3,6,1,1,1,0,7,1,105,1.0,1011,0,0,1.4,89.31,-42.48,4.75,5102.62,0.0
4917,41,10,3,3,1,1,1,0,7,0,406,6.0,1023,0,0,1.4,93.07,-43.98,5.17,5207.18,0.0
4918,39,0,1,5,1,2,2,0,7,3,527,2.0,1012,0,0,1.4,90.91,-42.91,5.16,5196.73,0.0
4919,36,9,1,5,1,1,1,0,8,1,305,2.0,80,6,2,1.4,90.8,-45.27,1.69,5418.4,0.0
4920,35,0,2,4,1,2,1,1,5,3,107,3.0,999,0,0,1.1,92.86,-36.03,4.95,5450.55,0.0
4921,27,4,1,5,1,2,2,0,4,0,21,4.0,1039,1,1,-1.8,88.79,-46.29,1.44,4869.64,0.0
4922,23,4,2,5,1,1,1,0,5,3,3915,1.0,252,1,2,-1.8,94.48,-50.96,1.92,5240.51,0.0
4923,34,9,1,5,1,1,2,0,7,0,162,5.0,995,0,0,1.4,95.42,-43.93,5.2,5228.1,0.0
4924,33,0,1,5,1,2,1,0,5,2,893,3.0,623,2,2,-1.8,89.12,-39.78,0.75,5062.69,0.0
4925,34,0,2,5,1,1,1,1,6,3,293,1.0,957,0,0,1.4,93.99,-43.43,4.99,5306.52,0.0
4926,33,9,2,5,1,1,1,0,5,2,1539,2.0,1033,0,0,-1.8,95.58,-46.89,1.39,5094.0,1.0
4927,56,9,2,5,1,2,1,1,5,1,4568,4.0,460,0,0,-1.8,95.51,-36.3,1.33,5242.58,0.0
4928,59,4,3,0,1,1,1,0,4,2,280,2.0,957,0,0,-1.8,89.81,-47.24,1.38,5139.89,1.0
4929,36,6,2,5,1,1,2,0,5,0,660,2.0,398,6,2,-1.8,95.49,-51.13,3.13,5443.7,0.0
4930,37,1,3,2,1,2,1,0,4,4,330,0.0,996,0,0,-1.8,97.35,-45.54,1.44,5017.51,0.0
4931,32,9,2,4,1,1,1,0,8,1,1296,2.0,730,3,0,1.4,89.32,-31.14,4.37,4806.99,0.0
4932,50,0,1,5,1,1,1,0,10,3,2657,0.0,937,1,1,-3.4,96.28,-29.33,1.47,4962.87,0.0
4933,25,1,1,3,1,2,1,0,4,3,106,1.0,1008,0,0,-1.8,89.25,-48.37,1.34,4849.24,0.0
4934,74,10,2,7,0,1,1,0,11,2,89,17.0,965,0,0,1.4,89.79,-35.7,4.79,5290.83,0.0
4935,40,0,2,5,1,2,1,0,5,4,365,1.0,1013,0,0,-1.8,90.1,-46.98,1.23,5318.36,0.0
4936,30,1,2,3,1,1,1,1,5,3,560,1.0,1033,0,0,1.1,94.65,-34.76,4.66,5191.0,1.0
4937,34,0,2,5,1,1,1,0,7,3,4169,3.0,252,5,2,1.4,88.69,-49.7,2.38,4924.42,0.0
4938,32,9,1,5,1,2,1,1,6,0,770,0.0,928,1,1,1.4,89.47,-47.02,0.89,5019.05,0.0
4939,33,7,3,4,1,2,1,0,5,1,1519,5.0,870,6,1,-1.8,96.45,-43.75,4.62,4934.3,0.0
4940,32,1,2,6,0,1,1,0,7,4,242,2.0,982,0,0,1.4,91.94,-42.7,4.82,5076.48,0.0
4941,27,9,1,6,1,1,1,1,10,0,4208,0.0,124,1,0,-1.1,89.39,-27.97,1.49,5125.94,0.0
4942,50,0,2,5,1,2,1,0,8,2,110,2.0,1016,0,0,1.4,96.71,-34.83,5.18,5479.04,0.0
4943,41,0,3,5,1,1,1,1,5,1,615,1.0,468,1,1,1.1,87.97,-41.88,1.61,5120.93,0.0
4944,39,1,1,4,1,2,1,0,8,0,107,1.0,1039,0,0,1.4,92.13,-36.6,5.03,5348.34,0.0
4945,32,0,2,5,1,2,1,1,11,0,1911,4.0,638,1,1,-3.4,96.99,-44.94,2.36,5092.6,0.0
4946,47,7,2,3,0,2,1,0,8,2,3064,3.0,71,0,1,1.4,92.53,-36.99,4.14,5033.58,0.0
4947,32,10,3,6,0,2,2,1,8,3,55,18.0,1029,0,0,-1.8,95.3,-47.12,1.23,5185.78,1.0
4948,38,9,1,5,1,2,1,0,8,0,2591,1.0,629,1,1,1.4,90.44,-50.44,1.5,5352.11,0.0
4949,35,7,3,4,1,1,1,0,4,3,304,1.0,965,0,0,-1.8,92.79,-44.98,1.4,5053.2,0.0
4950,31,1,2,3,0,1,1,0,5,0,2034,1.0,422,6,2,-1.8,97.18,-35.94,1.92,4862.77,0.0
4951,31,0,1,5,1,1,1,0,7,3,124,0.0,982,0,0,1.4,93.54,-43.55,4.72,4966.69,0.0
4952,58,2,2,5,1,1,1,1,7,2,168,1.0,977,0,0,1.4,90.16,-44.7,5.18,5275.15,0.0
4953,35,9,1,5,1,1,1,0,8,0,2693,0.0,859,5,0,1.4,95.87,-47.53,4.9,5271.38,0.0
4954,44,1,2,0,1,2,1,1,7,4,251,0.0,1015,0,0,1.4,90.72,-42.82,4.91,5086.94,0.0
4955,54,1,2,6,1,2,2,1,5,3,423,1.0,1029,0,0,1.1,93.61,-36.94,4.71,5445.35,0.0
4956,38,1,3,3,0,1,1,1,6,1,483,0.0,1030,0,0,1.4,92.19,-39.7,4.95,5447.68,0.0
4957,59,5,3,5,0,0,0,0,7,2,2438,1.0,903,1,1,1.4,91.36,-46.57,3.58,5200.13,0.0
4958,19,8,1,0,1,2,2,0,10,1,191,1.0,2,4,2,-1.1,94.88,-50.63,0.99,4958.63,1.0
4959,29,0,2,5,1,1,1,0,4,3,2811,3.0,166,0,0,-1.8,96.23,-32.89,1.35,5285.47,1.0
4960,60,6,2,5,1,2,1,1,8,0,4253,1.0,798,6,2,-2.9,94.15,-39.93,2.99,5001.22,0.0
4961,43,0,1,5,1,2,1,0,5,2,295,2.0,464,3,0,-1.8,91.75,-40.61,3.29,5169.5,0.0
4962,38,9,1,5,1,1,2,1,5,0,19,1.0,1023,0,0,1.1,90.23,-35.59,4.63,5357.11,0.0
4963,36,1,2,3,0,2,1,0,7,4,164,0.0,1010,0,0,1.4,95.51,-43.55,5.13,4987.6,0.0
4964,49,6,2,3,0,2,1,1,7,0,137,10.0,968,0,0,1.4,92.79,-43.59,4.89,5259.46,0.0
4965,35,0,2,5,1,2,1,0,5,4,1517,1.0,454,0,2,-1.8,89.7,-36.13,3.21,4924.33,1.0
4966,75,7,0,0,0,0,1,1,11,0,234,14.0,959,0,0,1.1,92.96,-38.03,4.88,5175.42,1.0
4967,55,3,3,5,1,1,1,1,5,0,293,1.0,979,0,0,1.1,94.55,-36.61,5.01,4962.59,0.0
4968,77,2,2,3,0,0,0,0,5,1,732,23.0,961,0,0,1.4,92.85,-41.59,4.96,5437.22,0.0
4969,30,4,3,5,1,1,1,0,7,1,137,5.0,1021,0,0,1.4,94.85,-44.4,4.71,5060.8,0.0
4970,40,1,1,1,1,0,0,0,5,2,248,3.0,571,3,1,-1.8,95.04,-41.64,4.32,5197.67,0.0
4971,46,2,2,5,0,1,1,1,5,2,433,2.0,1010,0,0,1.1,98.03,-35.59,5.07,5149.47,0.0
4972,38,4,1,3,1,2,1,0,5,0,188,0.0,981,0,0,-1.8,96.23,-47.95,1.32,5119.49,0.0
4973,47,9,2,6,0,2,1,1,7,3,213,12.0,976,0,0,1.4,89.69,-40.77,4.86,5374.48,0.0
4974,32,1,1,3,1,2,1,0,7,2,314,1.0,995,0,0,1.4,93.26,-41.41,4.88,5285.6,0.0
4975,37,1,2,2,1,2,1,0,5,1,107,0.0,1031,2,1,-1.8,88.61,-45.18,1.29,5099.1,0.0
4976,27,10,3,4,1,0,2,0,4,3,204,13.0,3,1,2,-1.8,96.88,-46.8,1.26,5343.85,1.0
4977,19,8,1,3,1,2,1,0,3,3,257,2.0,1027,0,0,-1.8,95.72,-48.5,1.57,5134.79,0.0
4978,30,0,1,3,1,1,1,0,7,3,188,0.0,1046,0,0,1.4,95.7,-41.5,4.86,4982.37,0.0
4979,37,4,2,5,1,2,2,0,11,1,361,1.0,997,0,0,-0.1,93.47,-41.87,4.23,5081.49,0.0
4980,44,0,2,3,0,2,1,1,6,3,70,0.0,969,0,0,1.4,96.63,-40.88,4.77,4982.37,0.0
4981,83,6,2,4,1,0,2,0,10,3,3954,23.0,713,6,2,-0.1,89.66,-42.39,3.53,5057.19,0.0
4982,35,0,2,4,1,2,1,0,5,1,287,5.0,1016,0,0,-1.8,91.49,-44.9,1.32,5007.31,0.0
4983,29,7,2,4,1,2,1,0,11,3,288,4.0,992,0,0,-0.1,89.0,-40.36,4.15,5175.01,0.0
4984,33,9,3,6,1,1,2,0,11,2,96,1.0,1035,0,0,-0.1,95.15,-40.65,4.19,4946.4,0.0
4985,49,10,2,6,1,1,1,1,5,3,705,1.0,220,6,1,1.1,94.11,-30.11,1.42,5078.51,0.0
4986,31,0,1,4,1,2,1,0,11,2,292,3.0,968,0,0,-0.1,89.0,-41.74,3.93,5221.77,0.0
4987,28,1,2,3,1,1,1,0,5,2,359,3.0,1031,1,1,-1.8,90.57,-48.04,1.23,5226.57,1.0
4988,50,1,2,1,1,2,1,0,8,2,1372,1.0,949,3,1,1.4,93.71,-43.14,3.34,5200.64,0.0
4989,24,9,1,4,1,1,1,0,7,3,26,16.0,995,0,0,1.4,96.35,-41.58,4.81,5447.68,0.0
4990,42,9,2,6,1,2,1,0,8,2,2827,2.0,536,3,0,1.4,89.17,-45.87,1.65,5232.72,0.0
4991,27,7,1,5,1,2,1,0,3,0,3040,2.0,158,4,2,-1.8,89.91,-43.09,3.59,4845.45,0.0
4992,44,1,2,1,0,1,1,1,6,3,4777,1.0,802,6,2,1.4,96.79,-40.72,2.52,4884.63,0.0
4993,57,5,2,1,0,2,1,0,8,0,138,13.0,977,0,0,1.4,91.29,-37.54,5.04,5228.1,0.0
4994,35,1,2,3,0,2,1,1,5,3,949,1.0,408,2,0,1.1,93.49,-49.84,3.59,4933.92,0.0
4995,25,0,2,5,1,2,1,0,7,2,4113,2.0,503,0,2,1.4,92.25,-48.5,4.75,4884.51,0.0
4996,27,0,2,5,1,0,0,0,6,0,1599,0.0,472,0,0,-2.9,92.09,-48.07,3.89,5083.73,0.0
4997,29,9,2,6,1,2,1,0,6,1,242,3.0,2,2,2,-1.7,97.06,-39.87,0.69,4896.75,0.0
4998,29,9,1,5,1,1,1,0,3,0,373,3.0,967,0,0,-1.8,97.39,-50.2,1.6,5185.78,1.0
